,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tgi,tumour_type
P6*C5,,,,,,,,,,,,C5,,,,,,,,,,,12,12,,,,,,,,,,,no_tumour_type
P7*C1,0:3.699145000000001_1:53.22331666666667_2:75.73331666666668_3:108.37219166666665_4:81.77841666666666_5:25.719508333333337_6:149.55395_7:59.91617499999999_8:29.46104166666666_9:61.885375_10:41.49930833333333_11:194.33581666666663_12:96.22340000000001_13:171.80641666666662,0:[88.31411667]_1:[19.22581917]_2:[42.97531667]_3:[63.01575]_4:[78.60374167]_5:[98.37118333]_6:[45.83580833]_7:[46.23845]_8:[32.40884167]_9:[112.462775]_10:[57.778725]_11:[14.03317333],0:[0.17660245]_1:[0.2162367]_2:[0.25294097]_3:[0.17662754]_4:[0.22578897]_5:[0.21041735]_6:[0.2124515]_7:[0.20692007]_8:[0.12362245]_9:[0.25372495]_10:[0.22454581]_11:[0.11849053],0.2353109694715192,0.5566898981287319,0:0.06317645190490354_1:0.17189072807567063_2:0.20642874142628792_3:0.20776753287727706_4:0.1493481650522469_5:0.14243364773858516_6:0.31794263898114006_7:0.24048985115080793_8:0.14833077371138897_9:0.21630512873775712_10:0.1943116902589849_11:0.20485905056787684_12:0.2149950155642381_13:0.17664534478594895,1.446354981476495,1.4716108579409348,0.02718421965411126,0.04901658615958959,1.5984091109347673,C1,0.010639055612922204,0.040465991262519735,0.1016888693335699,0.8940484166970217,0.9161458333333333,0:mSD_1:mPD_2:mPD_3:mPD_4:mPD_5:mPD_6:mPD_7:mPD_8:mPD_9:mPD_10:mPD_11:mSD_12:mPD_13:mPR,0,11,1,2,14,12,0.0,0.7857142857142857,0.07142857142857142,0.14285714285714285,100.0,0:1.0273212511120517_1:1.4889338122955789_2:1.4830036530471877_3:1.4371426044853117_4:1.4061730926538736_5:1.491597663215488_6:1.3929055675779671_7:1.47762949703879_8:1.4767988162119705_9:1.5076590548913185_10:1.49896633069997_11:1.0945605123438071_12:1.42828463166475_13:-1.3668486164397995,0:1.469252974196255_1:1.1572087347205187_2:1.371948724275967_3:1.4791448037778816_4:1.513389818731336_5:1.5027427382303848_6:1.4569557323348048_7:1.4388092417674114_8:1.467032679322461_9:1.52006917436994_10:1.4810715183021141_11:1.2986064524315157,0:0.031239785502563122_1:0.052068014335761234_2:0.04390570166473101_3:0.020494990078215626_4:0.01419255990172982_5:0.09249173707710959_6:0.020033750462941535_7:0.06406752843282391_8:0.06827635278604378_9:0.07782785351903379_10:0.08865145420403343_11:0.002946818241972545_12:0.022845953147852885_13:-0.006656672658920149,0:0.026489058276701123_1:0.038550039022668105_2:0.044656735171812234_3:0.040331248518734535_4:0.07230898348155752_5:0.043726689769465574_6:0.05951702798449178_7:0.04691815068567694_8:0.04511452888860712_9:0.0679904142075376_10:0.06317794657654131_11:0.040865613749991175,0.08904979185547623,no_tumour_type
P7*C2,0:12.034299999999998_1:0.23076916666666758_2:41.387858333333334_3:29.979041666666667_4:131.77895_5:23.974116666666667_6:40.609266666666656_7:63.79366666666667_8:60.171033333333334_9:9.673641666666668_10:25.739366666666665,0:[182.21666667]_1:[29.07684417]_2:[66.65548333]_3:[203.54086667]_4:[284.78626667]_5:[255.19063333]_6:[134.23768333]_7:[152.22115]_8:[196.46251667]_9:[333.85595833]_10:[201.939125]_11:[73.79427333],0:[0.2895035]_1:[0.28129505]_2:[0.33285628]_3:[0.38717883]_4:[0.48980211]_5:[0.39123208]_6:[0.4122406]_7:[0.42669893]_8:[0.42510759]_9:[0.47614683]_10:[0.47274915]_11:[0.37059374],0.4236792935690685,0.5566898981287319,0:0.0626089276409811_1:0.004400166005690709_2:0.19558409238138721_3:0.08768821651558326_4:0.22628248326128658_5:0.1841066662425055_6:0.10619606450493714_7:0.2215738612319936_8:0.11301366029052717_9:0.035649883038530686_10:0.16562853891332135,1.1766995676792562,1.4716108579409348,0.010462574441519084,0.04901658615958959,4.048929857727444,C2,0.029114661670786808,0.040465991262519735,7.164572253107525,0.063694733948641,0.0640625,0:mSD_1:mSD_2:mPD_3:mSD_4:mPD_5:mPD_6:mSD_7:mPD_8:mPD_9:mSD_10:mPD,0,6,0,5,11,12,0.0,0.5454545454545454,0.0,0.45454545454545453,100.0,0:0.3028036772844316_1:-0.042710599100180095_2:1.1786627913379444_3:1.061511409262797_4:1.4196508229095424_5:0.8899176364498059_6:1.1418672296324162_7:1.4061618293811011_8:1.2897681334740154_9:0.9623394628167478_10:0.8181428521276221,0:1.469252974196255_1:1.1572087347205187_2:1.371948724275967_3:1.4791448037778816_4:1.513389818731336_5:1.5027427382303848_6:1.4569557323348048_7:1.4388092417674114_8:1.467032679322461_9:1.52006917436994_10:1.4810715183021141_11:1.2986064524315157,0:0.0018474198903031007_1:-0.0006052388026551574_2:0.01575334824446764_3:0.006311902038786492_4:0.016779409097271908_5:0.012785281473048807_6:0.006604906327563686_7:0.02928302520015987_8:0.007668407242852328_9:0.00550368893710271_10:0.00934005034189335,0:0.026489058276701123_1:0.038550039022668105_2:0.044656735171812234_3:0.040331248518734535_4:0.07230898348155752_5:0.043726689769465574_6:0.05951702798449178_7:0.04691815068567694_8:0.04511452888860712_9:0.0679904142075376_10:0.06317794657654131_11:0.040865613749991175,0.77440980454129,no_tumour_type
P7*C3,0:-27.2642_1:9.71514_2:5.650333333333331_3:54.15586666666667_4:23.260266666666666_5:5.085919999999997_6:25.373633333333334_7:24.95423333333332_8:11.734866666666667_9:-11.527363333333335_10:20.075433333333336_11:25.9151333333333_12:124.29669999999999_13:12.210866666666675,0:[40.03936667]_1:[3.93247667]_2:[23.14196667]_3:[49.2884]_4:[48.63956667]_5:[94.33493333]_6:[13.42953333]_7:[34.8597]_8:[14.34546667]_9:[60.2394]_10:[27.759]_11:[-3.91032667],0:[0.09362155]_1:[0.06068343]_2:[0.16185838]_3:[0.14573738]_4:[0.15820795]_5:[0.20397347]_6:[0.080842]_7:[0.16729666]_8:[0.06141712]_9:[0.16178803]_10:[0.12931328]_11:[-0.04790532],0.07952208678297279,0.5566898981287319,0:-0.13142512726737055_1:0.10175799008741378_2:0.028469405169392042_3:0.12750163054979194_4:0.13500060397230595_5:0.08146092384280168_6:0.05609489945596676_7:0.08166570257006393_8:0.04857918948048042_9:-0.13922820881806627_10:0.10907516081252171_11:0.039922530580376904_12:0.19348370990805908_13:0.03924065000018576,1.1559989343791672,1.4716108579409348,0.008805239350479119,0.04901658615958959,0.8517903853136204,C3,0.002520080148800271,0.040465991262519735,6.851654716821831,0.07033424254800014,0.071875,0:mPD_1:mPD_2:mSD_3:mPD_4:mPD_5:mSD_6:mPD_7:mPD_8:mSD_9:mCR_10:mPD_11:mPR_12:mSD_13:mPD,1,8,1,4,14,12,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.2857142857142857,100.0,0:1.2969321302858328_1:0.9500165070167883_2:0.3440810345323822_3:1.477061093622236_4:1.244307647710425_5:0.1748502123178563_6:1.4024711336785525_7:1.367095205339723_8:0.8196772158039307_9:-1.0713565656434327_10:0.989652866095384_11:-1.3556667042790624_12:1.0423371081133141_13:1.330829656142237,0:1.469252974196255_1:1.1572087347205187_2:1.371948724275967_3:1.4791448037778816_4:1.513389818731336_5:1.5027427382303848_6:1.4569557323348048_7:1.4388092417674114_8:1.467032679322461_9:1.52006917436994_10:1.4810715183021141_11:1.2986064524315157,0:0.014180137534950073_1:0.01712954382157713_2:0.0018849260590149892_3:0.030498242075346522_4:0.02113010138850612_5:0.003205739289354849_6:0.014167684597740688_7:0.017951131604403668_8:0.004773277723527357_9:-0.018096365982546662_10:0.009786586060825147_11:-0.007489571910795223_12:0.0036142201129342848_13:0.013937639256196581,0:0.026489058276701123_1:0.038550039022668105_2:0.044656735171812234_3:0.040331248518734535_4:0.07230898348155752_5:0.043726689769465574_6:0.05951702798449178_7:0.04691815068567694_8:0.04511452888860712_9:0.0679904142075376_10:0.06317794657654131_11:0.040865613749991175,0.5900140233256046,no_tumour_type
P8*C1,0:136.62533333333334_1:170.884525_2:215.942725_3:14.686325000000002_4:155.06384166666663_5:46.12262666666666,0:[148.465025]_1:[154.49518333]_2:[170.82131667]_3:[161.306725]_4:[50.154885]_5:[33.391075],0:[0.42584326]_1:[0.37915204]_2:[0.46943222]_3:[0.52134799]_4:[0.46477064]_5:[0.50561417],1.2823248424378786,1.6702525848018008,0:0.39963606986021555_1:0.3945077753011582_2:0.5370473162479587_3:0.26794932688286915_4:0.4840654278055504_5:0.328914681617549,1.51161206119158,1.5126953584036316,0.13190016970944718,0.1442747320144411,-6.072058340578224e-07,C1,0.1791793438932225,0.23745158913986347,0.04677273580843968,0.9133332235397725,0.9713541666666666,0:mPD_1:mPD_2:mPD_3:mSD_4:mPD_5:mPD,0,5,0,1,6,6,0.0,0.8333333333333334,0.0,0.16666666666666666,100.0,0:1.5256487879001883_1:1.527226176703516_2:1.5334798170946315_3:1.154776544888862_4:1.5208167380884883_5:1.4318009899279303,0:1.5225742401315563_1:1.5269617353657523_2:1.5289358970265137_3:1.5281734250542378_4:1.436895787233054_5:1.3689457399952034,0:0.1383179108588284_1:0.11108436614654171_2:0.17261730084910937_3:0.06790719530461563_4:0.14973095901535766_5:0.09003006240862606,0:0.12899847915795973_1:0.10879768612909874_2:0.15369709860624242_3:0.19821129984504618_4:0.1627563886753273_5:0.1894845923934375,0.13967724582153085,no_tumour_type
P9*C1,0:78.98144166666667_1:34.00055416666667_2:36.02096416666666_3:18.217329166666666_4:134.98139333333333_5:45.9385325_6:36.95517916666667,0:[75.98493]_1:[22.2227275]_2:[5.14663167]_3:[6.59471167]_4:[12.45933917]_5:[34.80314833]_6:[32.6358],0:[0.6375885]_1:[0.29212665]_2:[0.09102556]_3:[0.10230061]_4:[0.16556408]_5:[0.38373544]_6:[0.36653128],0.9250040872352279,0.8626011177573147,0:0.5663514770116009_1:0.38656298993215255_2:0.42732451013139394_3:0.2619112192236904_4:0.6922851102443462_5:0.3062461320418124_6:0.2852441253141601,1.1716633774006255,0.9869209916920184,0.03882603233684713,0.027823621328406226,-4.922130528939306e-06,C1,0.08311003210797285,0.0762081609214877,0.0920574971045255,0.8975582208371649,0.9260416666666667,0:mPD_1:mPD_2:mPD_3:mSD_4:mPD_5:mPD_6:mPD,0,6,0,1,7,7,0.0,0.8571428571428571,0.0,0.14285714285714285,100.0,0:1.273116326951922_1:1.1090446415695752_2:1.0879711082567365_3:0.436460737089845_4:1.3704356227701484_5:1.172369700868459_6:1.0269720073837774,0:1.2845560881457936_1:1.1480014746016654_2:0.16147540206849476_3:0.33812278977895016_4:0.700264322095252_5:1.085892034387741_6:1.0439115937574333,0:0.059447087429996215_1:0.04372942837491787_2:0.04236289188741593_3:0.010317826246395899_4:0.05942496606121691_5:0.029550741196938988_6:0.022585897418716177,0:0.07319093625351152_1:0.05002030813438088_2:0.0026311332110456193_3:0.005535864859047893_4:0.015478902858176085_5:0.035237159552232715_6:0.030560910741509507,-0.13854973191981768,no_tumour_type
P10*C1,0:131.19745833333332_1:92.09707261904764_2:34.22178095238095_3:100.7043773809524_4:16.58593452380952_5:0.0732142857142648_6:118.97440476190475_7:103.40042023809526_8:85.21459761904762_9:99.36547976190477_10:47.5453369047619_11:66.7239357142857_12:29.969804761904765,0:[126.99709048]_1:[73.97466667]_2:[117.4699619]_3:[112.70937143]_4:[48.13186429]_5:[47.04998333]_6:[173.61336548]_7:[65.44212024]_8:[195.12640238]_9:[162.36837976]_10:[151.6533369]_11:[74.98812024],0:[0.22212506]_1:[0.29463192]_2:[0.38744275]_3:[0.34476664]_4:[0.22431015]_5:[0.22468203]_6:[0.21423772]_7:[0.1068031]_8:[0.29992996]_9:[0.32882303]_10:[0.43395504]_11:[0.31221288],0.24082719063824617,0.29107399104494297,0:0.40847985951396976_1:0.2327952181003555_2:0.1639466644590241_3:0.28693730699190106_4:0.07347643583741412_5:-0.013015038913936405_6:0.24201771628979657_7:0.19862199778759818_8:0.23446760010251086_9:0.20515106415479228_10:0.15435021761198106_11:0.14251567772433166_12:0.11748473905211138,1.4635202036160733,1.4890781514649314,0.0410653796422678,0.05336808611901348,5.425822005575725,C1,0.026653433411731608,0.03222346255415311,0.3445869742157751,0.7948541505663415,0.7802083333333333,0:mPD_1:mPD_2:mSD_3:mPD_4:mSD_5:mSD_6:mPD_7:mSD_8:mSD_9:mSD_10:mPD_11:mPD_12:mSD,0,6,0,7,13,12,0.0,0.46153846153846156,0.0,0.5384615384615384,100.0,0:1.478650482590777_1:1.4760584729471_2:1.1591115490837556_3:1.4849215313946735_4:1.3991489244562991_5:1.3373804506932807_6:1.5098165699359054_7:1.4707639317821413_8:1.4903569675071735_9:1.4493501224994667_10:1.4387791586314074_11:1.4920949380661508_12:1.4514565988410342,0:1.5084848751251678_1:1.4444605369598342_2:1.4927895337651407_3:1.4934940946948179_4:1.4417633763921527_5:1.4634519851412628_6:1.5230686678152983_7:1.382427219862768_8:1.5075116793155356_9:1.5152239947635617_10:1.5026018385613034_11:1.3859332266804698,0:0.06280288845975218_1:0.03878497690949312_2:0.016372694400455436_3:0.06500844258101017_4:0.032567425508473816_5:0.013777399329346974_6:0.05821312497608117_7:0.03303852203624836_8:0.06825959290762534_9:0.0278975567040118_10:0.041146391801075995_11:0.04618298705503282_12:0.04650363178095952,0:0.040908291266941614_1:0.049817475080347486_2:0.08552242341210503_3:0.0890183175704197_4:0.05366257166349159_5:0.06421358818077998_6:0.04991588448152887_7:0.014750941891683373_8:0.045876972182167554_9:0.08773016550191579_10:0.09957550697352271_11:0.037552551230597954,0.2526629916144868,no_tumour_type
P10*C2,0:-5.209152380952382_1:126.2685773809524_2:273.08457857142855_3:41.727158333333335_4:45.35331309523809_5:152.38027380952377_6:36.7848119047619_7:43.46172142857142_8:73.35001071428572_9:79.49905952380952_10:91.80030357142859_11:9.005447619047626_12:49.065517857142865_13:106.45443571428572,0:[126.99709048]_1:[73.97466667]_2:[117.4699619]_3:[112.70937143]_4:[48.13186429]_5:[47.04998333]_6:[173.61336548]_7:[65.44212024]_8:[195.12640238]_9:[162.36837976]_10:[151.6533369]_11:[74.98812024],0:[0.22212506]_1:[0.29463192]_2:[0.38744275]_3:[0.34476664]_4:[0.22431015]_5:[0.22468203]_6:[0.21423772]_7:[0.1068031]_8:[0.29992996]_9:[0.32882303]_10:[0.43395504]_11:[0.31221288],0.1624993037390999,0.29107399104494297,0:0.008499975668362442_1:0.3320660426741883_2:0.3461984366380598_3:0.1686107945511776_4:0.16589346830094454_5:0.3558291322205272_6:0.12781160017013074_7:0.1852768707477718_8:0.23379520803130557_9:0.22879586626986392_10:0.22915262984028115_11:0.04470958527084039_12:0.18007746288493323_13:0.2847996373602352,1.4634521056854704,1.4890781514649314,0.0397548698094461,0.05336808611901348,10.495577354222121,C2,0.01784480278812244,0.03222346255415311,0.48572708489499616,0.7361187602520671,0.7223958333333333,0:mPD_1:mSD_2:mSD_3:mPD_4:mPD_5:mPD_6:mPD_7:mSD_8:mPD_9:mSD_10:mPD_11:mSD_12:mSD_13:mPD,0,8,0,6,14,12,0.0,0.5714285714285714,0.0,0.42857142857142855,100.0,0:1.3578708310000458_1:1.4891388797970322_2:1.5287873966987138_3:1.4603269691247258_4:1.4521309215625822_5:1.5037905725878709_6:1.3816849742666832_7:1.1555257114006012_8:1.4741848795088501_9:1.442750951891876_10:1.4935414122860933_11:1.066611380834485_12:1.3460536502441085_13:1.4896565849233796,0:1.5084848751251678_1:1.4444605369598342_2:1.4927895337651407_3:1.4934940946948179_4:1.4417633763921527_5:1.4634519851412628_6:1.5230686678152983_7:1.382427219862768_8:1.5075116793155356_9:1.5152239947635617_10:1.5026018385613034_11:1.3859332266804698,0:0.020191385828923332_1:0.054453635752349495_2:0.05795646714255298_3:0.044533677117108816_4:0.03927215072784387_5:0.06561340314897249_6:0.02299483786920699_7:0.01208899631901518_8:0.048177893488828887_9:0.03274308566368108_10:0.05335716016158536_11:0.00842722053917031_12:0.019822785321376726_13:0.05660579225537066,0:0.040908291266941614_1:0.049817475080347486_2:0.08552242341210503_3:0.0890183175704197_4:0.05366257166349159_5:0.06421358818077998_6:0.04991588448152887_7:0.014750941891683373_8:0.045876972182167554_9:0.08773016550191579_10:0.09957550697352271_11:0.037552551230597954,0.41237609715122003,no_tumour_type
P10*C3,0:36.606544047619046_1:57.33864523809524_2:55.085984523809515_3:8.301554761904764_4:25.660155952380958_5:18.594364285714292_6:-16.319201190476193_7:41.17081547619047_8:51.06613214285713_9:33.16295952380952,0:[117.03804048]_1:[47.5436]_2:[100.64925357]_3:[46.0458381]_4:[41.57099762]_5:[51.16616667]_6:[52.90673214]_7:[-14.1713131]_8:[13.00243571]_9:[41.3723881]_10:[53.69677857]_11:[6.5373119],0:[0.21028731]_1:[0.21945771]_2:[0.36038286]_3:[0.21040381]_4:[0.20492954]_5:[0.23624661]_6:[0.08636255]_7:[-0.05396536]_8:[0.03667956]_9:[0.14274598]_10:[0.24841471]_11:[0.04472143],-0.04973030926122072,0.29107399104494297,0:0.1143509752930088_1:0.17073729866680754_2:0.15870705441684527_3:0.035902444359043134_4:0.0903089966698839_5:0.0769640269292925_6:-0.05893271309827004_7:0.16275999631154942_8:0.14341137997546882_9:0.11290430464164591,1.0405952993173802,1.4890781514649314,0.007414161390758665,0.05336808611901348,20.56571346222961,C3,-0.004681392689131196,0.03222346255415311,1.6629037304460668,0.41631725457073177,0.40989583333333335,0:mSD_1:mSD_2:mPD_3:mSD_4:mSD_5:mSD_6:mPD_7:mSD_8:mSD_9:mSD,0,2,0,8,10,12,0.0,0.2,0.0,0.8,55.55555555555556,0:1.349934449826349_1:1.2489583498372245_2:1.4309885933707869_3:1.0139663752515233_4:1.1321774524922001_5:0.9239439407087222_6:1.0798003569966133_7:-1.2195658403388983_8:-0.6311349627644658_9:-0.7712672196928223,0:1.5084848751251678_1:1.4444605369598342_2:1.4927895337651407_3:1.4934940946948179_4:1.4417633763921527_5:1.4634519851412628_6:1.5230686678152983_7:1.382427219862768_8:1.5075116793155356_9:1.5152239947635617_10:1.5026018385613034_11:1.3859332266804698,0:0.017328139063400614_1:0.011269086047259695_2:0.027599710183788827_3:0.006373086697198734_4:0.008697775161151224_5:0.006785480007148914_6:0.009953815431546732_7:-0.014110132294526435_8:-0.0027887888428384283_9:-0.005262534241683499,0:0.040908291266941614_1:0.049817475080347486_2:0.08552242341210503_3:0.0890183175704197_4:0.05366257166349159_5:0.06421358818077998_6:0.04991588448152887_7:0.014750941891683373_8:0.045876972182167554_9:0.08773016550191579_10:0.09957550697352271_11:0.037552551230597954,0.7486077364258903,no_tumour_type
P11*C1,0:19.034991666666667_1:2.7178749999999994_2:37.197516666666665_3:14.002291666666661_4:52.175316666666674_5:83.61095_6:23.593625000000003_7:-8.775316666666663_8:28.885475000000007_9:-14.234633333333331_10:21.565025000000006_11:-21.10006416666667_12:-9.442341666666668_13:-8.8238175_14:-11.305399999999999,0:[21.62233333]_1:[36.76181667]_2:[53.68160833]_3:[157.9894]_4:[56.75245]_5:[43.17400833]_6:[-1.02676667]_7:[104.87450167]_8:[296.70435833]_9:[20.16059167]_10:[-10.78160833]_11:[57.264725],0:[0.20031145]_1:[0.12860987]_2:[0.21150931]_3:[0.53948317]_4:[0.31355449]_5:[0.23335783]_6:[-0.01399678]_7:[0.48995667]_8:[0.6443946]_9:[0.0939237]_10:[-0.09508972]_11:[0.28794906],0.4558949856640837,0.611335525242382,0:0.12303533388546838_1:0.01893051699654759_2:0.19863204732341913_3:0.07186786606998215_4:0.38324200830423183_5:0.3292833234031741_6:0.12936994082476425_7:-0.0574834043994839_8:0.11449420849403562_9:-0.06906619258796243_10:0.09893533041909985_11:-0.1915978241577693_12:-0.04575841825992647_13:-0.08447465649103791_14:-0.09096092749781945,0.5700267237875674,1.235470460499784,0.004095259416602634,0.021048947550603266,16.542098683756535,C1,0.039254844494253906,0.051780093169616084,0.9513066628967091,0.5783757803777121,0.5729166666666666,0:mSD_1:mSD_2:mSD_3:mSD_4:mPD_5:mPD_6:mPD_7:mSD_8:mSD_9:mSD_10:mPD_11:mPR_12:mSD_13:mPR_14:mSD,0,4,2,9,15,12,0.0,0.26666666666666666,0.13333333333333333,0.6,100.0,0:0.6826727572379466_1:0.17008262143428116_2:1.0098586654868318_3:0.5260098800370508_4:1.1953183055344294_5:1.3036073117785503_6:1.013328772756625_7:-0.4093895532534231_8:0.8600075173048567_9:-0.779054658084086_10:0.8735660920612808_11:-0.7924954381494445_12:-0.18885888937722534_13:-0.626376412136488_14:-0.32894942261587734,0:0.8128206626850828_1:0.7332378846092208_2:0.938215027554334_3:1.4052568002388337_4:1.0945971725750865_5:0.9111418560681833_6:-0.39554169670731304_7:1.3615720744138446_8:1.4986095879623105_9:1.0098648536304045_10:-0.4757867722259703_11:1.2163510670622553,0:0.0069233703035486635_1:0.0014151209292034312_2:0.012114676581820853_3:0.003423683092536271_4:0.03524875191653373_5:0.024773686400875447_6:0.010308762689064126_7:-0.002423433064882319_8:0.005941962813285022_9:-0.004519558195620639_10:0.006474166182516832_11:-0.006951750855300436_12:-0.0007646956273391995_13:-0.006018370881349755_14:-0.002444693017466745,0:0.013420962713705926_1:0.004292515907390667_2:0.008003173009956255_3:0.0521170679808845_4:0.019610143930025897_5:0.010263798337936876_6:-0.002253093519925715_7:0.05125419816896438_8:0.09787049675907193_9:0.0103565851023571_10:-0.0035368471404751815_11:0.022490533292860007,0.8579958307598481,no_tumour_type
P11*C2,0:18.817921666666678_1:199.72563333333335_2:62.58653333333334_3:9.934262499999997_4:79.716575_5:18.90916666666667_6:1.2286641666666673_7:55.79959166666666_8:57.29265833333332_9:2.8180666666666667_10:71.08372499999999_11:47.32509166666666_12:14.394875000000004_13:23.84666666666667_14:90.0986,0:[21.62233333]_1:[36.76181667]_2:[53.68160833]_3:[157.9894]_4:[56.75245]_5:[43.17400833]_6:[-1.02676667]_7:[104.87450167]_8:[296.70435833]_9:[20.16059167]_10:[-10.78160833]_11:[57.264725],0:[0.20031145]_1:[0.12860987]_2:[0.21150931]_3:[0.53948317]_4:[0.31355449]_5:[0.23335783]_6:[-0.01399678]_7:[0.48995667]_8:[0.6443946]_9:[0.0939237]_10:[-0.09508972]_11:[0.28794906],0.5985329772391617,0.611335525242382,0:0.18941981204505787_1:0.5874392245460502_2:0.2599398718078594_3:0.06447973835156881_4:0.34800260011150447_5:0.079412167529953_6:0.012047992135536839_7:0.3047168421052664_8:0.2331897285626913_9:0.007247522492228209_10:0.21064617144423325_11:0.2756966432592359_12:0.08018161795718158_13:0.09061734513916103_14:0.220052819383634,1.1711770824108738,1.235470460499784,0.016068994900489027,0.021048947550603266,-1.0614205621095607e-06,C2,0.05079965990738444,0.051780093169616084,0.1511015223937821,0.8752988156507807,0.8791666666666667,0:mPD_1:mPD_2:mSD_3:mSD_4:mPD_5:mSD_6:mSD_7:mPD_8:mSD_9:mSD_10:mSD_11:mPD_12:mSD_13:mSD_14:mSD,0,5,0,10,15,12,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.2778621209655432_1:1.43840072893656_2:1.1700733575660112_3:0.8496757346786433_4:1.3067646604351393_5:0.5599049100321487_6:0.020518231509830943_7:1.147680470469964_8:1.2239988630157244_9:-0.06674669044961921_10:1.247435570449101_11:1.1934614394801444_12:0.7029816956611109_13:1.0707517338588832_14:1.309629611894776,0:0.8128206626850828_1:0.7332378846092208_2:0.938215027554334_3:1.4052568002388337_4:1.0945971725750865_5:0.9111418560681833_6:-0.39554169670731304_7:1.3615720744138446_8:1.4986095879623105_9:1.0098648536304045_10:-0.4757867722259703_11:1.2163510670622553,0:0.04085961636345562_1:0.06984261048564966_2:0.016605337484466076_3:0.00954978334013225_4:0.030968483055614306_5:0.003745431968707751_6:0.00020451575728153712_7:0.020144191607546585_8:0.01653775567054818_9:-0.00044027123001710443_10:0.01374209870416317_11:0.023829873540590345_12:0.005516134550331053_13:0.008671213877819526_14:0.014602594512696222,0:0.013420962713705926_1:0.004292515907390667_2:0.008003173009956255_3:0.0521170679808845_4:0.019610143930025897_5:0.010263798337936876_6:-0.002253093519925715_7:0.05125419816896438_8:0.09787049675907193_9:0.0103565851023571_10:-0.0035368471404751815_11:0.022490533292860007,0.06794970766882469,no_tumour_type
P11*C3,0:139.03087833333333_1:36.84494166666667_2:37.562766666666676_3:56.77348333333333_4:39.50868333333332_5:-37.36750000000002_6:-2.8887333333333345_7:30.997891666666664_8:44.153045000000006_9:55.89003333333334_10:12.563658333333334_11:310.57305833333334,0:[21.62233333]_1:[36.76181667]_2:[53.68160833]_3:[157.9894]_4:[56.75245]_5:[43.17400833]_6:[-1.02676667]_7:[104.87450167]_8:[296.70435833]_9:[20.16059167]_10:[-10.78160833]_11:[57.264725],0:[0.20031145]_1:[0.12860987]_2:[0.21150931]_3:[0.53948317]_4:[0.31355449]_5:[0.23335783]_6:[-0.01399678]_7:[0.48995667]_8:[0.6443946]_9:[0.0939237]_10:[-0.09508972]_11:[0.28794906],0.6271221541603867,0.611335525242382,0:0.6341003420528112_1:0.19496573086281138_2:0.22577687446733635_3:0.22333368315990193_4:0.1370169440964271_5:-0.17479784884482916_6:-0.023528359345650035_7:0.14356027309815456_8:0.2971713790459121_9:0.2872027661208714_10:0.07673305027060327_11:0.8176202363244699,1.157115054748539,1.235470460499784,0.015762311317891443,0.021048947550603266,-1.0800306995406572e-06,C3,0.052775205511181825,0.051780093169616084,0.15004568385751,0.8757112877903928,0.8796875,0:mPD_1:mSD_2:mSD_3:mSD_4:mSD_5:mPR_6:mSD_7:mSD_8:mSD_9:mPD_10:mSD_11:mPD,0,3,1,8,12,12,0.0,0.25,0.08333333333333333,0.6666666666666666,100.0,0:1.4084804879002986_1:0.9635153258162007_2:0.60475805520503_3:0.9299271932903012_4:0.9721641112470792_5:-1.1813053232353112_6:-0.6771508319847727_7:0.9831403751703184_8:1.138252553765519_9:1.1750196863833018_10:0.28085950675224647_11:1.4950790649918517,0:0.8128206626850828_1:0.7332378846092208_2:0.938215027554334_3:1.4052568002388337_4:1.0945971725750865_5:0.9111418560681833_6:-0.39554169670731304_7:1.3615720744138446_8:1.4986095879623105_9:1.0098648536304045_10:-0.4757867722259703_11:1.2163510670622553,0:0.08545408664851759_1:0.012410479612038398_2:0.006024775519977921_3:0.008271452883634478_4:0.007137097330335071_5:-0.008561589892950054_6:-0.0036256973905616284_7:0.009718011087814862_8:0.028326963861809683_9:0.020685659277799303_10:0.002159579984350626_11:0.1672315342321781,0:0.013420962713705926_1:0.004292515907390667_2:0.008003173009956255_3:0.0521170679808845_4:0.019610143930025897_5:0.010263798337936876_6:-0.002253093519925715_7:0.05125419816896438_8:0.09787049675907193_9:0.0103565851023571_10:-0.0035368471404751815_11:0.022490533292860007,0.13260447925383734,no_tumour_type
